-1.1377,-0.78326,-0.72821,-1.3081,0.71241,-1.1546,-1.2172,1.7492,0.60935,-1.377,-1.3078,-0.69744,-1.0669,1.8666,-1.0354
-0.93703,-0.16375,0.32545,-1.1601,0.13397,-0.93057,-1.1139,1.2292,0.52222,-0.87295,-1.1598,-0.25845,-1.0414,2.0189,-0.95348
-0.87882,-1.0317,-0.74039,-1.003,0.57247,-0.78881,-0.94716,1.7639,0.96157,-0.58891,-1.0028,-0.074423,-0.66255,1.3166,-0.8335
-0.81328,-0.47618,-0.01379,-0.92353,0.80455,-0.81035,-0.90316,1.711,0.72966,-0.6923,-0.92341,-0.61861,-0.78337,0.94421,-0.80556
-0.4933,-0.63534,0.29655,-0.31032,-0.30882,-0.2244,-0.43386,-0.59472,0.84042,0.29545,-0.30986,-0.34741,-0.35576,0.48155,-0.51734
-0.71986,-0.90464,-0.61509,-0.59871,0.55652,-0.66984,-0.70186,0.38917,0.61354,-0.36409,-0.59847,-0.097976,-0.67826,0.34806,-0.70603
-0.5377,-0.34664,0.42593,-0.1648,-0.64158,-0.62809,-0.36744,-0.33078,-0.29551,0.0031662,-0.16467,-0.074547,-0.68247,-0.77982,-0.60136
-0.78952,-1.0232,-0.459,-0.81782,0.65853,-0.56408,-0.86727,0.97226,0.80244,-0.72772,-0.81744,-0.51654,-0.30618,1.639,-0.73386
-0.23659,-0.83813,0.37833,0.43745,-0.24479,0.15341,-0.07013,-0.079772,0.05043,0.60631,0.43767,0.88958,0.39848,0.12437,0.021508
-0.62867,-0.15903,0.59751,-0.62716,0.35897,-0.62691,-0.68781,-0.37638,1.1751,-0.42992,-0.62682,0.32714,-0.75685,0.41828,-0.68829
-0.77826,-0.63532,-0.93634,-0.73219,0.29514,-0.69449,-0.84574,1.2689,0.93032,-0.68817,-0.73185,-0.61014,-0.62437,1.0259,-0.74851
-0.74069,-0.35927,-0.26726,-0.70339,1.3332,-0.64133,-0.76543,0.089039,1.1086,-0.66716,-0.70474,0.15149,-0.56869,0.75942,-0.75567
-0.82356,-0.79889,0.70453,-0.69088,0.4316,-0.7828,-0.74212,-0.27511,0.43314,-0.57286,-0.6907,1.0839,-0.81613,0.17062,-0.78737
-0.46779,-1.3792,-0.50113,0.088013,0.25216,-0.40433,-0.19034,-0.01338,0.39949,1.0378,0.087438,0.59186,-0.51943,-0.74695,-0.38773
-0.97458,-1.2112,-1.8591,-0.98702,0.6838,-0.94008,-0.98356,1.8335,0.74938,-0.83495,-0.98814,-0.69011,-0.80411,0.94823,-0.8947
-0.27923,-0.66171,-0.0054079,0.31171,0.65806,0.091261,-0.076121,-0.34177,-0.88404,0.53123,0.31141,0.66122,0.11183,0.011243,-0.10772
-0.74094,-0.95539,-0.72416,-0.81605,1.2023,-0.63613,-0.77156,1.4331,0.99723,-0.72199,-0.8167,-0.060818,-0.56426,0.80979,-0.73423
-0.79868,-1.2434,-1.5192,-0.67395,0.8349,-0.40791,-0.7411,0.73119,0.080484,-0.55442,-0.67355,-0.00031946,-0.3811,1.4031,-0.74979
-0.53571,-1.1271,-0.85114,-0.52203,1.413,0.085793,-0.52276,1.5073,0.4728,-0.65812,-0.5216,-0.47686,0.37013,1.7175,-0.45949
-0.70588,-0.36276,0.25064,-0.81297,0.42918,-0.58531,-0.80595,0.44105,1.1508,-0.40238,-0.81263,-0.016381,-0.71674,1.1784,-0.75976
-0.32743,-0.35686,-0.23789,-0.097377,0.092141,0.010191,-0.31525,0.46289,0.50646,0.11059,-0.097095,0.4068,0.013415,0.61706,-0.32395
-0.43318,-0.99619,-1.0059,-0.41896,2.2308,0.20821,-0.44148,1.1072,-0.077901,-0.15093,-0.41858,0.13877,0.34175,1.6494,-0.33477
-0.54597,-1.278,-1.1821,-0.42286,1.0966,-0.14465,-0.45821,1.106,0.59414,-0.13219,-0.42241,0.013991,-0.04846,0.7912,-0.47399
-1.2682,-0.031972,0.045978,-1.4259,-0.12859,-1.6082,-1.3434,0.28323,-1.2508,-1.5302,-1.4257,-0.95181,-1.6382,0.38701,-1.1393
-1.0263,-0.84791,-0.55964,-0.99782,1.0804,-0.93321,-0.99632,1.0195,0.60981,-0.99485,-0.99748,-0.97538,-0.83374,1.0647,-0.93405
-0.66919,-0.63643,0.7072,-0.69038,0.88889,-0.48639,-0.72034,-0.44354,-0.13316,-0.28921,-0.69021,0.92521,-0.61381,1.0312,-0.67243
-0.81685,-1.0198,-0.53224,-0.87839,0.90579,-0.80034,-0.86483,1.1327,1.1033,-0.64997,-0.87808,-0.5238,-0.83461,0.75135,-0.79536
-0.86358,-0.11011,0.33381,-0.95224,0.49962,-0.89534,-0.94697,0.42041,0.59015,-0.8505,-0.95221,-0.11528,-0.83636,0.8891,-0.89249
-0.81107,-1.1174,-1.1169,-0.62492,0.76157,-0.78132,-0.72346,0.053287,0.62951,-0.30893,-0.62478,-0.011737,-0.9571,0.088953,-0.77685
-0.75013,-0.7951,-1.2222,-0.68464,1.0321,-0.43345,-0.7055,1.5147,0.27651,-0.82993,-0.68423,-0.093334,-0.24592,1.1224,-0.69993
-0.34599,-0.19987,-0.26439,-0.17842,0.37311,0.035834,-0.26413,1.0245,0.33969,0.11602,-0.178,-0.31912,0.082923,0.49232,-0.34156
-0.5656,-0.53094,-0.4235,-0.52475,-0.08587,-0.37987,-0.57584,1.3176,0.36182,0.13735,-0.52441,0.7603,-0.43274,0.65039,-0.57466
-0.56896,-0.35559,0.14499,-0.17694,0.29879,-0.44451,-0.35955,0.94063,1.0926,-0.15673,-0.17643,0.37075,-0.48368,-0.34569,-0.59408
-0.50625,-0.95375,-0.44892,-0.42067,0.52005,-0.118,-0.47031,0.89264,0.59496,0.092997,-0.42021,0.39571,-0.18873,0.91416,-0.47394
-0.94272,-0.84675,-0.87621,-1.0333,1.1698,-0.88865,-0.97134,1.1443,0.93331,-0.95084,-1.0333,-0.38911,-0.87441,1.0777,-0.91404
-0.98579,-1.1903,-1.5722,-1.0912,1.0708,-0.94629,-1.0454,1.3105,1.3546,-1.0616,-1.0909,-0.68371,-0.90227,1.3686,-0.9239
-0.71512,-0.74215,-0.29014,-0.68469,0.82623,-0.37769,-0.73198,1.1122,1.5036,-0.82346,-0.68428,0.46547,-0.20582,1.45,-0.70211
-0.64008,-1.1216,-1.1293,-0.21628,0.30542,-0.44752,-0.42424,0.070679,-0.89847,-0.12753,-0.21578,1.2071,-0.49358,-0.13609,-0.59814
-1.199,-1.285,-1.0519,-1.4351,1.4525,-1.3056,-1.3109,1.6091,0.24407,-1.5446,-1.4356,-0.715,-1.1087,2.0174,-1.0682
-0.66664,-0.32529,-0.53849,-0.64813,0.63918,-0.40822,-0.60059,0.88237,0.11293,-0.5828,-0.64847,-0.18228,-0.2979,0.67991,-0.68314
-1.0617,-1.2975,-2.2072,-1.1066,1.832,-1.1463,-1.0814,1.3477,1.4287,-1.1424,-1.1064,-0.99747,-1.2063,0.7293,-0.98462
-0.73479,-0.19127,0.2702,-0.8018,-0.044262,-0.64554,-0.74736,0.39916,0.53437,-0.46204,-0.80155,1.2723,-0.77505,0.65087,-0.77995
-0.3588,-0.84314,-0.93403,-0.027277,1.1605,0.03207,-0.2488,0.80998,-0.65902,0.077089,-0.026736,0.74519,0.21226,0.42978,-0.26691
-0.90306,-0.69436,0.52909,-0.81633,1.366,-0.92036,-0.83235,-0.21721,-0.0017979,-0.85813,-0.81714,0.54056,-1.021,0.13881,-0.87886
-0.64555,-0.71563,-1.3217,-0.65527,0.84418,-0.07214,-0.6338,1.6726,0.53369,-0.64278,-0.65498,-0.43877,0.2517,1.8527,-0.58947
-0.31759,-0.69931,0.56949,0.10628,0.13603,0.25962,-0.20019,0.2387,0.11435,0.56877,0.10611,1.2494,0.45633,0.78003,-0.14489
-1.1108,-0.72063,-0.36644,-1.2588,0.3932,-1.2489,-1.2169,0.72214,0.29596,-1.0635,-1.2597,-0.49999,-1.2855,1.3403,-1.0255
-0.72969,-1.4098,-0.634,-0.80104,1.2411,-0.31684,-0.79423,1.6951,1.2717,-0.51015,-0.80072,-0.45451,-0.10506,2.0381,-0.65801
-0.86736,-0.82554,0.45511,-0.81284,1.017,-0.73911,-0.85105,0.06309,0.63105,-0.75455,-0.81368,0.60664,-0.76266,0.89522,-0.84056
-0.55871,-0.014956,0.12525,-0.48243,0.88496,-0.48911,-0.48286,-0.017536,0.96739,-0.29342,-0.48208,-0.41996,-0.55238,-0.035012,-0.61712
-1.1287,-1.8112,-0.70328,-1.2864,1.4929,-1.2009,-1.2119,1.5202,1.5867,-1.3252,-1.2861,-0.70181,-1.2029,1.5565,-1.0265
0.40732,-0.082103,0.46999,1.1895,-0.43956,1.2753,0.77287,-0.084094,-1.0869,1.4529,1.19,0.56515,1.3835,0.023171,0.76945
-0.93242,-0.68303,-0.97195,-1.1409,1.5805,-0.97385,-1.0451,1.8405,1.2597,-0.97851,-1.1406,-0.70252,-1.0171,1.2433,-0.91944
-0.69773,-1.0447,-1.5174,-0.80639,1.321,-0.32368,-0.78992,2.341,0.86464,-0.81983,-0.80608,0.013135,0.063415,1.9862,-0.64668
-0.83684,-0.553,-0.68715,-0.83095,1.2738,-0.73313,-0.87373,0.84445,0.6459,-0.94669,-0.83296,-0.46117,-0.68833,1.0536,-0.80579
-0.91198,-0.57506,-0.26877,-1.0213,0.20384,-0.68306,-0.9743,1.7369,0.21829,-0.92138,-1.0211,-0.58132,-0.56205,1.9444,-0.8803
-0.75184,-1.1823,-0.073795,-0.72132,0.86816,-0.37911,-0.80139,0.49349,0.6135,-0.56143,-0.72096,-0.45221,-0.29702,1.869,-0.6863
-1.058,-0.79845,-0.47317,-1.1186,0.87364,-1.0298,-1.0696,1.3472,1.1971,-1.2684,-1.1186,-0.65552,-0.90403,1.1785,-0.99112
-0.89511,-0.91966,-0.60735,-1.0243,0.99527,-0.663,-0.9601,1.576,0.75103,-1.0282,-1.0242,-0.11145,-0.44896,1.9173,-0.83809
-0.74369,-1.2371,-0.40916,-0.94799,1.1808,-0.43443,-0.88393,1.3008,1.0713,-0.67393,-0.94886,-0.53172,-0.26503,2.239,-0.71362
0.34566,-1.222,0.077466,1.3898,-0.88691,1.5745,0.85599,0.18772,-1.8298,2.3142,1.3906,2.5588,1.5055,0.28037,0.85811
-0.58371,-0.87829,-1.3632,-0.59308,0.58751,0.20418,-0.56061,1.9978,0.42714,-0.53215,-0.59328,0.3248,0.43409,2.2538,-0.54737
-0.93283,-0.68433,-1.1206,-0.96061,1.5813,-1.0047,-0.96134,1.3484,0.69022,-0.96743,-0.96027,-0.56541,-1.0542,0.53914,-0.90135
-0.77835,-0.29527,-0.19245,-0.85877,0.25439,-0.70486,-0.86781,0.46241,0.66164,-0.51745,-0.85868,0.16015,-0.82967,1.1219,-0.81276
-0.57433,-0.76599,0.19652,-0.50533,1.1016,-0.12527,-0.62866,0.78745,0.12983,-0.19019,-0.50517,0.39657,-0.21152,1.6638,-0.50758
-0.65925,-0.19309,0.14908,-0.5048,0.31164,-0.61013,-0.5975,0.52837,0.49715,-0.45528,-0.50447,0.2781,-0.70579,0.071955,-0.69496
-0.70086,-1.0307,-0.2307,-0.73699,1.2536,-0.16477,-0.80311,1.9275,-0.059933,-0.81823,-0.73677,-0.024188,0.26979,2.6268,-0.58337
-1.041,-0.078198,0.10659,-1.0156,-0.17352,-1.2824,-1.0429,0.047343,-0.88569,-1.0528,-1.0157,-0.17219,-1.2688,-0.14332,-1.0089
-0.43019,-0.69246,0.54517,-0.31502,0.74914,-0.13813,-0.39601,0.41595,0.42924,0.064753,-0.31455,-0.096675,-0.21002,0.5562,-0.43749
-0.75678,-0.66372,-0.85956,-0.83529,0.51882,-0.64793,-0.80813,0.89444,0.61508,-0.51915,-0.83495,-0.36011,-0.61334,0.97209,-0.74836
-1.1574,-0.027264,0.23267,-1.1571,0.71349,-1.3302,-1.1352,0.40483,-1.4369,-1.3771,-1.1568,0.11081,-1.3242,0.23538,-1.0803
-0.91131,-1.0733,-1.0115,-0.84568,1.2553,-0.87894,-0.87124,0.36008,-0.29895,-0.78509,-0.8458,0.17221,-0.77695,0.49712,-0.8483
-0.73495,-0.80793,-0.50932,-0.75234,1.2541,-0.693,-0.75098,0.2202,1.1695,-0.52068,-0.75252,-0.10032,-0.77582,0.51156,-0.75705
-0.80579,-0.72723,-0.10954,-0.58025,0.1232,-0.66059,-0.72158,0.80091,0.0041002,-0.49114,-0.57984,0.30434,-0.77619,0.47229,-0.78848
-0.76146,-1.327,-1.2777,-0.82654,1.5656,-0.4087,-0.78783,2.2784,0.084707,-0.78585,-0.82618,-0.31413,-0.21622,1.6804,-0.71527
-0.27053,-1.1651,-0.40281,0.31737,-0.26803,0.24767,-0.074987,0.024329,0.11417,1.1118,0.31743,0.88957,0.13883,0.33739,-0.13778
-0.78985,-1.4633,-1.102,-0.47739,2.1112,-0.84282,-0.66021,-0.035299,0.099851,-0.44805,-0.47696,0.083614,-0.99593,-0.3753,-0.74426
-1.0604,-1.0397,-1.3878,-0.97525,0.21542,-1.0639,-1.0321,0.73394,0.17691,-0.98701,-0.9749,-0.88042,-1.0354,0.75097,-0.96258
-0.62217,-0.9927,-0.049474,-0.74508,1.3677,-0.0048548,-0.70653,1.1753,1.3922,-0.81773,-0.74472,0.075284,0.43443,2.5019,-0.55765
-1.0337,-0.75098,-0.79932,-1.1738,1.3853,-1.014,-1.0731,1.6372,0.74501,-1.3545,-1.1739,-0.72048,-0.99687,1.2781,-0.97515
-0.78736,-0.32836,-0.41593,-0.97567,0.39158,-0.64201,-0.86781,0.29214,1.6214,-0.51009,-0.97558,-0.17159,-0.78634,1.3544,-0.82709
-0.67384,-0.8359,-1.1528,-0.74375,0.90624,-0.30561,-0.72827,1.9004,0.8516,-0.80946,-0.74384,-0.13692,0.086014,1.664,-0.61212
-1.1867,-0.011588,0.44636,-1.2563,-0.060057,-1.534,-1.2218,-0.25287,-1.3142,-1.2677,-1.2562,-0.39388,-1.5195,-0.20492,-1.0868
-0.18235,-0.93596,0.016731,0.53807,-0.41841,0.26452,0.14657,-0.35705,-0.051373,1.1427,0.53853,1.8906,0.18042,-0.24282,-0.01842
-0.57996,-1.4138,-1.3682,-0.24655,1.8921,-0.23271,-0.46773,1.007,0.36704,-0.33955,-0.24606,0.35648,-0.23738,0.59586,-0.50585
-0.79746,-0.26295,0.27258,-0.97478,0.55908,-0.80723,-0.91656,0.33285,1.309,-0.53906,-0.97449,0.33455,-0.90884,1.0408,-0.83774
-0.56546,-0.15251,0.48635,-0.51284,0.89052,-0.67408,-0.48826,-0.45331,1.6713,-0.4088,-0.51244,0.84592,-0.68242,-0.51721,-0.64321
-0.22906,0.073793,0.019226,-0.0098006,-0.19388,0.21733,-0.20002,0.67687,0.70215,0.23128,-0.010019,0.53606,0.14063,0.68388,-0.27997
-0.7381,-0.50496,-0.89287,-0.73978,1.1735,-0.26198,-0.75605,1.5095,0.074663,-0.88091,-0.74079,-0.18195,0.1422,1.978,-0.63194
-0.49801,-0.775,0.6051,-0.28057,0.24875,-0.13989,-0.39261,-0.68576,0.64347,0.22972,-0.2801,0.31411,-0.2738,0.53849,-0.48433
-0.6909,-1.3396,-1.4691,-0.48459,0.84166,-0.46636,-0.57892,1.0656,1.0617,-0.29538,-0.48459,0.06859,-0.54243,0.41344,-0.65507
-0.67931,-0.37261,0.181,-0.64326,0.22453,-0.72743,-0.63085,0.098482,1.2348,-0.44718,-0.64354,0.67845,-0.79608,-0.14102,-0.72177
-1.0901,-1.5367,-1.417,-1.1606,0.9834,-1.2846,-1.1199,0.96102,1.4815,-0.91114,-1.1608,-0.90298,-1.3526,0.3505,-0.99385
-0.76607,-0.52084,-0.24728,-0.86813,1.1965,-0.50481,-0.85389,1.3284,0.83024,-0.82764,-0.86838,-0.34663,-0.2506,1.7673,-0.74625
-0.7437,-0.87151,-1.1954,-0.69458,0.61618,-0.64263,-0.78555,1.4821,0.64599,-0.56449,-0.69417,-0.35629,-0.54393,0.86386,-0.71996
-0.62802,-1.0781,-0.12142,-0.64405,1.9091,-0.11967,-0.67252,1.6345,0.27292,-0.81732,-0.64376,0.019695,0.23727,1.929,-0.54825
-0.69502,-1.6403,-1.4161,-0.47198,1.8102,-0.58543,-0.60962,0.75318,1.0074,-0.35966,-0.47168,-0.35091,-0.56626,0.19567,-0.63215
-0.88849,-0.90508,-0.97614,-0.83516,1.0731,-0.87895,-0.89896,0.76365,1.0734,-0.53795,-0.83479,-0.64397,-0.97824,0.65669,-0.85392
-0.67957,-0.33227,-0.31877,-0.34574,0.7069,-0.5382,-0.55723,0.74338,0.27662,-0.44818,-0.34539,0.50734,-0.55691,0.11629,-0.68133
-0.8517,-0.71695,-0.40317,-0.87107,0.45913,-0.68347,-0.87858,1.1884,0.81815,-0.69772,-0.87078,-0.18199,-0.56462,1.2691,-0.80988
-0.94919,-0.53056,-0.44962,-0.85521,0.42548,-0.86907,-0.94575,0.96445,1.0436,-1.0689,-0.85489,-0.52853,-0.69494,0.9862,-0.87625
-0.88943,-0.63697,-0.19797,-0.93581,0.77117,-1.0243,-0.89922,0.90189,0.82861,-0.646,-0.93559,-0.6819,-1.112,0.104,-0.87692
-0.60959,-0.73647,-0.14722,-0.50034,0.50281,-0.26701,-0.59147,0.48477,0.37952,-0.32705,-0.50003,0.39922,-0.29595,1.0517,-0.6049
-0.6251,-0.26944,0.39275,-0.75811,0.93135,-0.69774,-0.71705,-0.29634,1.0407,-0.40031,-0.75773,0.12739,-0.81716,0.3301,-0.69327
-1.0803,-0.75761,-0.75198,-1.2547,0.74654,-0.9989,-1.1584,2.1804,-0.51002,-1.4763,-1.2544,-0.19053,-0.88469,2.102,-1.0033
-1.0027,-1.2414,-0.48658,-0.96436,2.3353,-0.88114,-1.0083,1.6416,-0.32094,-1.2857,-0.96406,0.44385,-0.8186,1.3716,-0.92618
-0.4356,-1.4885,-0.65469,-0.40529,1.8692,0.25186,-0.44072,1.5517,0.25981,-0.35939,-0.40679,0.46391,0.46185,1.7605,-0.29591
-1.1528,-1.2461,-1.5296,-1.2906,1.2804,-1.2119,-1.2062,1.4871,0.56271,-1.3003,-1.2909,-0.83773,-1.1803,1.4417,-1.0267
-0.67265,-0.22296,0.37014,-0.75068,0.4754,-0.60221,-0.71103,-0.1498,0.6222,-0.47991,-0.75034,1.684,-0.61954,0.6091,-0.732
-1.1015,-1.4348,-2.2398,-1.1039,1.435,-1.2773,-1.0982,1.2541,0.8729,-1.1381,-1.1035,-0.93721,-1.3413,0.23356,-1.008
-1.0635,-0.67551,-0.65914,-1.1035,0.45301,-1.1089,-1.1118,1.1393,0.70995,-1.1748,-1.104,-0.48201,-0.98107,1.1402,-0.95894
-0.59315,-0.13486,0.1158,-0.59776,0.15257,-0.33039,-0.66862,1.0601,0.75365,-0.59317,-0.5974,0.11158,-0.19057,1.2512,-0.62689
-1.0283,-1.045,-1.0456,-1.1337,0.74618,-1.0538,-1.0637,0.68293,0.46997,-1.0154,-1.1335,-0.77926,-1.0605,1.0235,-0.96956
-0.68924,-0.93861,-0.20084,-0.39869,1.7487,-0.29529,-0.62266,0.66363,0.39863,-0.87823,-0.39835,0.16278,0.23285,1.1215,-0.5396
-0.38328,-0.72022,-0.54737,-0.27358,0.78665,0.37496,-0.40497,2.1195,-0.054698,-0.23649,-0.2731,0.31964,0.79397,1.908,-0.26753
-0.40889,-0.88709,0.61672,-0.11731,0.85432,0.15736,-0.31319,0.35225,0.32374,0.17119,-0.11724,0.11898,0.11663,0.96545,-0.36728
-0.3538,-0.79221,0.62869,-0.021749,0.22723,0.14957,-0.26087,0.12606,0.27363,0.33703,-0.021523,0.26808,0.09673,0.74727,-0.31033
